Arbitrage Opportunity: Chain = [('ETHTRY', 'sell'), ('ARBTRY', 'buy'), ('ARBETH', 'sell')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('BEAMXUSDC', 'buy'), ('BEAMXTRY', 'sell'), ('USDCTRY', 'buy')], Profit Ratio = 1.0050
Arbitrage Opportunity: Chain = [('BEAMXUSDC', 'buy'), ('BEAMXUSDT', 'sell'), ('USDCUSDT', 'buy')], Profit Ratio = 1.0044
Arbitrage Opportunity: Chain = [('ALTUSDC', 'buy'), ('ALTBTC', 'sell'), ('BTCUSDC', 'sell')], Profit Ratio = 1.0046
Arbitrage Opportunity: Chain = [('IDEXUSDC', 'buy'), ('IDEXBTC', 'sell'), ('BTCUSDC', 'sell')], Profit Ratio = 1.2537
Arbitrage Opportunity: Chain = [('TRUMPUSDC', 'buy'), ('TRUMPEUR', 'sell'), ('EURUSDC', 'sell')], Profit Ratio = 1.0039
Arbitrage Opportunity: Chain = [('PHAUSDC', 'buy'), ('PHABTC', 'sell'), ('BTCUSDC', 'sell')], Profit Ratio = 1.0069
Arbitrage Opportunity: Chain = [('OMNIUSDC', 'buy'), ('OMNIUSDT', 'sell'), ('USDCUSDT', 'buy')], Profit Ratio = 1.0040
Arbitrage Opportunity: Chain = [('OMNIUSDC', 'buy'), ('OMNIFDUSD', 'sell'), ('FDUSDUSDC', 'sell')], Profit Ratio = 1.0063
Arbitrage Opportunity: Chain = [('UTKUSDC', 'buy'), ('UTKUSDT', 'sell'), ('USDCUSDT', 'buy')], Profit Ratio = 1.0025
Arbitrage Opportunity: Chain = [('FETUSDT', 'sell'), ('BNBUSDT', 'buy'), ('FETBNB', 'buy')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('FETFDUSD', 'sell'), ('BNBFDUSD', 'buy'), ('FETBNB', 'buy')], Profit Ratio = 1.0025
Arbitrage Opportunity: Chain = [('CELRUSDT', 'sell'), ('BTCUSDT', 'buy'), ('CELRBTC', 'buy')], Profit Ratio = 1.0397
Arbitrage Opportunity: Chain = [('ATOMETH', 'sell'), ('ETHEUR', 'sell'), ('ATOMEUR', 'buy')], Profit Ratio = 1.0020
Arbitrage Opportunity: Chain = [('PHBBTC', 'sell'), ('BTCTRY', 'sell'), ('PHBTRY', 'buy')], Profit Ratio = 1.0087
Arbitrage Opportunity: Chain = [('PHBUSDT', 'sell'), ('USDTTRY', 'sell'), ('PHBTRY', 'buy')], Profit Ratio = 1.0075
Arbitrage Opportunity: Chain = [('TFUELBTC', 'sell'), ('BTCUSDT', 'sell'), ('TFUELUSDT', 'buy')], Profit Ratio = 1.0053
Arbitrage Opportunity: Chain = [('ONEUSDT', 'sell'), ('BTCUSDT', 'buy'), ('ONEBTC', 'buy')], Profit Ratio = 1.0494
Arbitrage Opportunity: Chain = [('ONEUSDT', 'sell'), ('USDTTRY', 'sell'), ('ONETRY', 'buy')], Profit Ratio = 1.0023
Arbitrage Opportunity: Chain = [('ONETRY', 'sell'), ('BTCTRY', 'buy'), ('ONEBTC', 'buy')], Profit Ratio = 1.0473
Arbitrage Opportunity: Chain = [('ALGOUSDC', 'sell'), ('BTCUSDC', 'buy'), ('ALGOBTC', 'buy')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('ALGOUSDT', 'sell'), ('BTCUSDT', 'buy'), ('ALGOBTC', 'buy')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('DOGEUSDC', 'sell'), ('BTCUSDC', 'buy'), ('DOGEBTC', 'buy')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('DOGEUSDT', 'sell'), ('BTCUSDT', 'buy'), ('DOGEBTC', 'buy')], Profit Ratio = 1.0038
Arbitrage Opportunity: Chain = [('DOGEUSDT', 'sell'), ('TUSDUSDT', 'buy'), ('DOGETUSD', 'buy')], Profit Ratio = 1.0044
Arbitrage Opportunity: Chain = [('DOGEUSDT', 'sell'), ('USDTBRL', 'sell'), ('DOGEBRL', 'buy')], Profit Ratio = 1.0027
Arbitrage Opportunity: Chain = [('DOGEEUR', 'sell'), ('SHIBEUR', 'buy'), ('SHIBDOGE', 'sell')], Profit Ratio = 1.0021
Arbitrage Opportunity: Chain = [('DOGEEUR', 'sell'), ('BTCEUR', 'buy'), ('DOGEBTC', 'buy')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('DOGEJPY', 'sell'), ('SHIBJPY', 'buy'), ('SHIBDOGE', 'sell')], Profit Ratio = 1.0069
Arbitrage Opportunity: Chain = [('DOGETRY', 'sell'), ('BTCTRY', 'buy'), ('DOGEBTC', 'buy')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('DOGEFDUSD', 'sell'), ('SHIBFDUSD', 'buy'), ('SHIBDOGE', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('DOGEFDUSD', 'sell'), ('BTCFDUSD', 'buy'), ('DOGEBTC', 'buy')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('DUSKBTC', 'sell'), ('BTCUSDT', 'sell'), ('DUSKUSDT', 'buy')], Profit Ratio = 1.0041
Arbitrage Opportunity: Chain = [('ANKRUSDT', 'sell'), ('BTCUSDT', 'buy'), ('ANKRBTC', 'buy')], Profit Ratio = 1.0171
Arbitrage Opportunity: Chain = [('ANKRTRY', 'sell'), ('BTCTRY', 'buy'), ('ANKRBTC', 'buy')], Profit Ratio = 1.0183
Arbitrage Opportunity: Chain = [('WINBNB', 'sell'), ('TRXBNB', 'buy'), ('WINTRX', 'buy')], Profit Ratio = 1.2120
Arbitrage Opportunity: Chain = [('WINBNB', 'sell'), ('BNBUSDT', 'sell'), ('WINUSDT', 'buy')], Profit Ratio = 1.2124
Arbitrage Opportunity: Chain = [('WINBNB', 'sell'), ('BNBEUR', 'sell'), ('WINEUR', 'buy')], Profit Ratio = 1.2125
Arbitrage Opportunity: Chain = [('CHZBTC', 'sell'), ('BTCUSDT', 'sell'), ('CHZUSDT', 'buy')], Profit Ratio = 1.0061
Arbitrage Opportunity: Chain = [('CHZBTC', 'sell'), ('BTCTRY', 'sell'), ('CHZTRY', 'buy')], Profit Ratio = 1.0066
Arbitrage Opportunity: Chain = [('CHZBTC', 'sell'), ('BTCUSDC', 'sell'), ('CHZUSDC', 'buy')], Profit Ratio = 1.0110
Arbitrage Opportunity: Chain = [('CHZBTC', 'sell'), ('BNBBTC', 'buy'), ('CHZBNB', 'buy')], Profit Ratio = 1.0107
Arbitrage Opportunity: Chain = [('CHZUSDT', 'sell'), ('USDCUSDT', 'buy'), ('CHZUSDC', 'buy')], Profit Ratio = 1.0048
Arbitrage Opportunity: Chain = [('CHZUSDT', 'sell'), ('BNBUSDT', 'buy'), ('CHZBNB', 'buy')], Profit Ratio = 1.0049
Arbitrage Opportunity: Chain = [('CHZTRY', 'sell'), ('USDCTRY', 'buy'), ('CHZUSDC', 'buy')], Profit Ratio = 1.0041
Arbitrage Opportunity: Chain = [('CHZTRY', 'sell'), ('BNBTRY', 'buy'), ('CHZBNB', 'buy')], Profit Ratio = 1.0041
Arbitrage Opportunity: Chain = [('BANDUSDT', 'sell'), ('BTCUSDT', 'buy'), ('BANDBTC', 'buy')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('XTZBTC', 'sell'), ('BTCUSDC', 'sell'), ('XTZUSDC', 'buy')], Profit Ratio = 1.0020
Arbitrage Opportunity: Chain = [('XTZUSDT', 'sell'), ('USDCUSDT', 'buy'), ('XTZUSDC', 'buy')], Profit Ratio = 1.0030
Arbitrage Opportunity: Chain = [('NKNUSDT', 'sell'), ('BTCUSDT', 'buy'), ('NKNBTC', 'buy')], Profit Ratio = 1.0134
Arbitrage Opportunity: Chain = [('STXBTC', 'sell'), ('BTCFDUSD', 'sell'), ('STXFDUSD', 'buy')], Profit Ratio = 1.0041
Arbitrage Opportunity: Chain = [('STXUSDT', 'sell'), ('BTCUSDT', 'buy'), ('STXBTC', 'buy')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('STXUSDT', 'sell'), ('USDTTRY', 'sell'), ('STXTRY', 'buy')], Profit Ratio = 1.0035
Arbitrage Opportunity: Chain = [('STXUSDT', 'sell'), ('FDUSDUSDT', 'buy'), ('STXFDUSD', 'buy')], Profit Ratio = 1.0067
Arbitrage Opportunity: Chain = [('STXUSDT', 'sell'), ('USDCUSDT', 'buy'), ('STXUSDC', 'buy')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('STXUSDT', 'sell'), ('BNBUSDT', 'buy'), ('STXBNB', 'buy')], Profit Ratio = 1.0046
Arbitrage Opportunity: Chain = [('STXUSDC', 'sell'), ('FDUSDUSDC', 'buy'), ('STXFDUSD', 'buy')], Profit Ratio = 1.0034
Arbitrage Opportunity: Chain = [('STXBNB', 'sell'), ('BNBFDUSD', 'sell'), ('STXFDUSD', 'buy')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('STXTRY', 'sell'), ('FDUSDTRY', 'buy'), ('STXFDUSD', 'buy')], Profit Ratio = 1.0033
Arbitrage Opportunity: Chain = [('KAVABTC', 'sell'), ('BTCUSDT', 'sell'), ('KAVAUSDT', 'buy')], Profit Ratio = 1.0024
Arbitrage Opportunity: Chain = [('ARPABTC', 'sell'), ('BTCUSDT', 'sell'), ('ARPAUSDT', 'buy')], Profit Ratio = 1.0284
Arbitrage Opportunity: Chain = [('ARPABTC', 'sell'), ('BTCTRY', 'sell'), ('ARPATRY', 'buy')], Profit Ratio = 1.0278
Arbitrage Opportunity: Chain = [('BCHBTC', 'sell'), ('BTCTRY', 'sell'), ('BCHTRY', 'buy')], Profit Ratio = 1.0029
Arbitrage Opportunity: Chain = [('BCHUSDC', 'sell'), ('USDCTRY', 'sell'), ('BCHTRY', 'buy')], Profit Ratio = 1.0049
Arbitrage Opportunity: Chain = [('BCHUSDT', 'sell'), ('BTCUSDT', 'buy'), ('BCHBTC', 'buy')], Profit Ratio = 1.0024
Arbitrage Opportunity: Chain = [('BCHUSDT', 'sell'), ('USDTTRY', 'sell'), ('BCHTRY', 'buy')], Profit Ratio = 1.0056
Arbitrage Opportunity: Chain = [('BCHUSDT', 'sell'), ('EURUSDT', 'buy'), ('BCHEUR', 'buy')], Profit Ratio = 1.0020
Arbitrage Opportunity: Chain = [('BCHUSDT', 'sell'), ('BNBUSDT', 'buy'), ('BCHBNB', 'buy')], Profit Ratio = 1.0042
Arbitrage Opportunity: Chain = [('BCHEUR', 'sell'), ('BNBEUR', 'buy'), ('BCHBNB', 'buy')], Profit Ratio = 1.0024
Arbitrage Opportunity: Chain = [('BCHFDUSD', 'sell'), ('FDUSDTRY', 'sell'), ('BCHTRY', 'buy')], Profit Ratio = 1.0044
Arbitrage Opportunity: Chain = [('BCHFDUSD', 'sell'), ('BNBFDUSD', 'buy'), ('BCHBNB', 'buy')], Profit Ratio = 1.0029
Arbitrage Opportunity: Chain = [('TROYUSDT', 'sell'), ('USDCUSDT', 'buy'), ('TROYUSDC', 'buy')], Profit Ratio = 1.0120
Arbitrage Opportunity: Chain = [('TROYTRY', 'sell'), ('USDCTRY', 'buy'), ('TROYUSDC', 'buy')], Profit Ratio = 1.0113
Arbitrage Opportunity: Chain = [('TURBOTRY', 'buy'), ('TURBOFDUSD', 'sell'), ('FDUSDTRY', 'sell')], Profit Ratio = 1.2262
Arbitrage Opportunity: Chain = [('ARKTRY', 'buy'), ('ARKUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0066
Arbitrage Opportunity: Chain = [('BMTTRY', 'buy'), ('BMTUSDC', 'sell'), ('USDCTRY', 'sell')], Profit Ratio = 1.0046
Arbitrage Opportunity: Chain = [('BMTTRY', 'buy'), ('BMTUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0046
Arbitrage Opportunity: Chain = [('BMTTRY', 'buy'), ('BMTBNB', 'sell'), ('BNBTRY', 'sell')], Profit Ratio = 1.0056
Arbitrage Opportunity: Chain = [('BMTTRY', 'buy'), ('BMTFDUSD', 'sell'), ('FDUSDTRY', 'sell')], Profit Ratio = 1.0054
Arbitrage Opportunity: Chain = [('SHELLTRY', 'buy'), ('SHELLUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0023
Arbitrage Opportunity: Chain = [('TAOTRY', 'buy'), ('TAOUSDC', 'sell'), ('USDCTRY', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('TAOTRY', 'buy'), ('TAOUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('THETRY', 'buy'), ('THEBNB', 'sell'), ('BNBTRY', 'sell')], Profit Ratio = 1.3660
Arbitrage Opportunity: Chain = [('TRXTRY', 'buy'), ('TRXBNB', 'sell'), ('BNBTRY', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('SUPERTRY', 'buy'), ('SUPERBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('ETHFITRY', 'buy'), ('ETHFIBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.2210
Arbitrage Opportunity: Chain = [('ETHFITRY', 'buy'), ('ETHFIFDUSD', 'sell'), ('FDUSDTRY', 'sell')], Profit Ratio = 1.0021
Arbitrage Opportunity: Chain = [('ROSETRY', 'buy'), ('ROSEBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0024
Arbitrage Opportunity: Chain = [('ARBTRY', 'buy'), ('ARBBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0030
Arbitrage Opportunity: Chain = [('ARBTRY', 'buy'), ('ARBUSDC', 'sell'), ('USDCTRY', 'sell')], Profit Ratio = 1.0043
Arbitrage Opportunity: Chain = [('ARBTRY', 'buy'), ('ARBUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0046
Arbitrage Opportunity: Chain = [('ARBTRY', 'buy'), ('ARBETH', 'sell'), ('ETHTRY', 'sell')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('ARBTRY', 'buy'), ('ARBFDUSD', 'sell'), ('FDUSDTRY', 'sell')], Profit Ratio = 1.0048
Arbitrage Opportunity: Chain = [('JUVTRY', 'buy'), ('JUVUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0025
Arbitrage Opportunity: Chain = [('BNXTRY', 'buy'), ('BNXUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0380
Arbitrage Opportunity: Chain = [('BNXTRY', 'buy'), ('BNXUSDC', 'sell'), ('USDCTRY', 'sell')], Profit Ratio = 1.0359
Arbitrage Opportunity: Chain = [('ACXTRY', 'buy'), ('ACXUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0020
Arbitrage Opportunity: Chain = [('BANANATRY', 'buy'), ('BANANABTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0027
Arbitrage Opportunity: Chain = [('BANANATRY', 'buy'), ('BANANAUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('SUSHITRY', 'buy'), ('SUSHIBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0060
Arbitrage Opportunity: Chain = [('SUSHITRY', 'buy'), ('SUSHIUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0059
Arbitrage Opportunity: Chain = [('DOTTRY', 'buy'), ('DOTBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0050
Arbitrage Opportunity: Chain = [('DOTTRY', 'buy'), ('DOTUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0041
Arbitrage Opportunity: Chain = [('DOTTRY', 'buy'), ('DOTUSDC', 'sell'), ('USDCTRY', 'sell')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('DOTTRY', 'buy'), ('DOTETH', 'sell'), ('ETHTRY', 'sell')], Profit Ratio = 1.0044
Arbitrage Opportunity: Chain = [('DOTTRY', 'buy'), ('DOTBNB', 'sell'), ('BNBTRY', 'sell')], Profit Ratio = 1.0035
Arbitrage Opportunity: Chain = [('DOTTRY', 'buy'), ('DOTFDUSD', 'sell'), ('FDUSDTRY', 'sell')], Profit Ratio = 1.0029
Arbitrage Opportunity: Chain = [('ARTRY', 'buy'), ('ARBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0021
Arbitrage Opportunity: Chain = [('ARTRY', 'buy'), ('ARUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('ARTRY', 'buy'), ('ARUSDC', 'sell'), ('USDCTRY', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('PYTHTRY', 'buy'), ('PYTHBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0101
Arbitrage Opportunity: Chain = [('PYTHTRY', 'buy'), ('PYTHUSDC', 'sell'), ('USDCTRY', 'sell')], Profit Ratio = 1.0111
Arbitrage Opportunity: Chain = [('PYTHTRY', 'buy'), ('PYTHUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0125
Arbitrage Opportunity: Chain = [('XVGTRY', 'buy'), ('XVGUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0068
Arbitrage Opportunity: Chain = [('XVGTRY', 'buy'), ('XVGETH', 'sell'), ('ETHTRY', 'sell')], Profit Ratio = 1.0061
Arbitrage Opportunity: Chain = [('UMATRY', 'buy'), ('UMABTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0073
Arbitrage Opportunity: Chain = [('UMATRY', 'buy'), ('UMAUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0091
Arbitrage Opportunity: Chain = [('METISTRY', 'buy'), ('METISUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0129
Arbitrage Opportunity: Chain = [('ACATRY', 'buy'), ('ACABTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0130
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('RSRFDUSD', 'buy'), ('RSRTRY', 'sell')], Profit Ratio = 1.1009
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('BONKFDUSD', 'buy'), ('BONKTRY', 'sell')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('SHELLFDUSD', 'buy'), ('SHELLTRY', 'sell')], Profit Ratio = 1.0051
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('GUNFDUSD', 'buy'), ('GUNTRY', 'sell')], Profit Ratio = 1.0120
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('GRTFDUSD', 'buy'), ('GRTTRY', 'sell')], Profit Ratio = 1.0086
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('BBFDUSD', 'buy'), ('BBTRY', 'sell')], Profit Ratio = 1.0053
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('THEFDUSD', 'buy'), ('THETRY', 'sell')], Profit Ratio = 1.0120
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('SCRFDUSD', 'buy'), ('SCRTRY', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('ENSFDUSD', 'buy'), ('ENSTRY', 'sell')], Profit Ratio = 1.0025
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('TLMFDUSD', 'buy'), ('TLMTRY', 'sell')], Profit Ratio = 1.0160
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('BANANAFDUSD', 'buy'), ('BANANATRY', 'sell')], Profit Ratio = 1.0034
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('ARFDUSD', 'buy'), ('ARTRY', 'sell')], Profit Ratio = 1.0048
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('SOLVFDUSD', 'buy'), ('SOLVTRY', 'sell')], Profit Ratio = 1.0050
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('PYTHFDUSD', 'buy'), ('PYTHTRY', 'sell')], Profit Ratio = 1.0035
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('NFPFDUSD', 'buy'), ('NFPTRY', 'sell')], Profit Ratio = 1.0033
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('ARKMFDUSD', 'buy'), ('ARKMTRY', 'sell')], Profit Ratio = 1.0078
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('CYBERFDUSD', 'buy'), ('CYBERTRY', 'sell')], Profit Ratio = 1.0044
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('IOFDUSD', 'buy'), ('IOTRY', 'sell')], Profit Ratio = 1.0051
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('BIOFDUSD', 'buy'), ('BIOTRY', 'sell')], Profit Ratio = 1.0178
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('1000SATSFDUSD', 'buy'), ('1000SATSTRY', 'sell')], Profit Ratio = 1.0025
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('ORDIFDUSD', 'buy'), ('ORDITRY', 'sell')], Profit Ratio = 1.0030
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('1000CATFDUSD', 'buy'), ('1000CATTRY', 'sell')], Profit Ratio = 1.0169
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('LINKFDUSD', 'buy'), ('LINKTRY', 'sell')], Profit Ratio = 1.0024
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('XLMFDUSD', 'buy'), ('XLMTRY', 'sell')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('XAIFDUSD', 'buy'), ('XAITRY', 'sell')], Profit Ratio = 1.0085
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('TSTFDUSD', 'buy'), ('TSTTRY', 'sell')], Profit Ratio = 1.0067
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('STXFDUSD', 'buy'), ('STXTRY', 'sell')], Profit Ratio = 1.0033
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('LISTAFDUSD', 'buy'), ('LISTATRY', 'sell')], Profit Ratio = 1.0031
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('NILFDUSD', 'buy'), ('NILTRY', 'sell')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('WFDUSD', 'buy'), ('WTRY', 'sell')], Profit Ratio = 1.0035
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('MOVEFDUSD', 'buy'), ('MOVETRY', 'sell')], Profit Ratio = 1.0054
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('HIVEFDUSD', 'buy'), ('HIVETRY', 'sell')], Profit Ratio = 1.0035
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('CATIFDUSD', 'buy'), ('CATITRY', 'sell')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('ALTFDUSD', 'buy'), ('ALTTRY', 'sell')], Profit Ratio = 1.0097
Arbitrage Opportunity: Chain = [('FDUSDTRY', 'buy'), ('SAGAFDUSD', 'buy'), ('SAGATRY', 'sell')], Profit Ratio = 1.0083
Arbitrage Opportunity: Chain = [('ACETRY', 'buy'), ('ACEUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0104
Arbitrage Opportunity: Chain = [('USDTTRY', 'buy'), ('BTTCUSDT', 'buy'), ('BTTCTRY', 'sell')], Profit Ratio = 1.0077
Arbitrage Opportunity: Chain = [('USDTTRY', 'buy'), ('LINKUSDT', 'buy'), ('LINKTRY', 'sell')], Profit Ratio = 1.0020
Arbitrage Opportunity: Chain = [('USDTTRY', 'buy'), ('NFPUSDT', 'buy'), ('NFPTRY', 'sell')], Profit Ratio = 1.0044
Arbitrage Opportunity: Chain = [('GMTTRY', 'buy'), ('GMTBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0047
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('BLURBTC', 'buy'), ('BLURTRY', 'sell')], Profit Ratio = 1.0048
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('EIGENBTC', 'buy'), ('EIGENTRY', 'sell')], Profit Ratio = 1.0118
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('SBTC', 'buy'), ('STRY', 'sell')], Profit Ratio = 1.0034
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('LINKBTC', 'buy'), ('LINKTRY', 'sell')], Profit Ratio = 1.0029
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('SLFBTC', 'buy'), ('SLFTRY', 'sell')], Profit Ratio = 1.0051
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('WBTC', 'buy'), ('WTRY', 'sell')], Profit Ratio = 1.0070
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('GALABTC', 'buy'), ('GALATRY', 'sell')], Profit Ratio = 1.0040
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('OPBTC', 'buy'), ('OPTRY', 'sell')], Profit Ratio = 1.0038
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('REDBTC', 'buy'), ('REDTRY', 'sell')], Profit Ratio = 1.0023
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('ACHBTC', 'buy'), ('ACHTRY', 'sell')], Profit Ratio = 1.0120
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('DOGEBTC', 'buy'), ('DOGETRY', 'sell')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('MAVBTC', 'buy'), ('MAVTRY', 'sell')], Profit Ratio = 1.0068
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('CYBERBTC', 'buy'), ('CYBERTRY', 'sell')], Profit Ratio = 1.0034
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('CRVBTC', 'buy'), ('CRVTRY', 'sell')], Profit Ratio = 1.0051
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('ENSBTC', 'buy'), ('ENSTRY', 'sell')], Profit Ratio = 1.0053
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('COTIBTC', 'buy'), ('COTITRY', 'sell')], Profit Ratio = 1.0035
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('RVNBTC', 'buy'), ('RVNTRY', 'sell')], Profit Ratio = 1.0793
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('IOBTC', 'buy'), ('IOTRY', 'sell')], Profit Ratio = 1.0044
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('ORDIBTC', 'buy'), ('ORDITRY', 'sell')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('MINABTC', 'buy'), ('MINATRY', 'sell')], Profit Ratio = 1.0050
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('ANKRBTC', 'buy'), ('ANKRTRY', 'sell')], Profit Ratio = 1.0183
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('MANTABTC', 'buy'), ('MANTATRY', 'sell')], Profit Ratio = 1.0025
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('LDOBTC', 'buy'), ('LDOTRY', 'sell')], Profit Ratio = 1.0051
